time, lin_acc_x, lin_acc_y, lin_acc_z, ang_vel_x, ang_vel_y, ang_vel_z
10.900001,6.334908,7.4903116,-5.6095564e-06,-0.00016750861,-0.00019799321,0.011639373
10.916667,6.297176,7.522061,-5.2254336e-06,-0.00017521661,-0.00020922458,0.012167386
10.933334,6.2601194,7.552927,-5.647118e-06,-0.00018151765,-0.00021889117,0.012314035
10.950001,6.2195206,7.586391,-6.1890764e-06,-0.00018933858,-0.000230869,0.012607237
10.966667,6.1755066,7.62226,-7.079252e-06,-0.00018598151,-0.0002294208,0.013091837
10.983334,6.1358814,7.654192,-6.0869265e-06,-0.00020923623,-0.0002609124,0.012936656
11.000001,6.093768,7.6877627,-5.689093e-06,-0.00021694839,-0.00027358727,0.012732997
11.016667,6.052341,7.720418,-6.6407724e-06,-0.00020995944,-0.00026765713,0.012502494
11.033334,6.0118747,7.7519665,-5.2459905e-06,-0.00022745691,-0.00029319536,0.012188144
11.05,5.974527,7.7807884,-6.1099013e-06,-0.00030005164,-0.00039058004,0.013355983
11.066668,5.9372854,7.8092475,-6.8013333e-06,-0.0002129239,-0.00027991296,0.009633984
11.083334,5.9047184,7.8338933,-6.0562948e-06,-0.0001563014,-0.00020727927,0.009702763
11.1,5.864014,7.864404,-6.430613e-06,-0.00018171202,-0.0002436645,0.010516203
11.116667,5.8312626,7.888732,-5.2800533e-06,-0.0002280355,-0.00030835287,0.010439687
11.133334,5.811254,7.903491,-6.0850866e-06,-0.00029961337,-0.00040733072,0.008301574
11.150001,5.78798,7.9205537,-5.966316e-06,-0.00021749725,-0.0002975126,0.006778001
11.166667,5.7667704,7.9360023,-5.6702297e-06,-0.00015436884,-0.00021238982,0.0063272826
11.183334,5.7461257,7.9509606,-6.0400566e-06,-0.0002321573,-0.0003212129,0.0076710284
11.200001,5.730564,7.9621944,-6.215089e-06,-0.00027244477,-0.00037843426,0.005962421
11.216667,5.7168684,7.972038,-4.7712183e-06,-9.8964454e-05,-0.00013793462,0.0022981022
11.233334,5.7078094,7.978522,-5.850079e-06,-8.073698e-05,-0.00011288307,0.0028272625
11.250001,5.698162,7.9854183,-6.1768296e-06,-0.0001296212,-0.00018166551,0.0031106402
11.266667,5.6912055,7.9903855,-4.464912e-06,-0.0001707946,-0.00023975487,0.00250561
11.283334,5.6870365,7.9933534,-5.27037e-06,-0.00013615287,-0.00019132697,0.0016128782
11.3,5.6856947,7.994307,-6.042093e-06,-0.00010894139,-0.00015317686,0.00083759584
11.316668,5.6846347,7.9950614,-5.551178e-06,-8.444276e-05,-0.00011877566,0.0004166411
11.333334,5.684045,7.995482,-5.4655916e-06,-7.4742915e-05,-0.00010514619,0.00021963206
11.35,5.683794,7.995661,-5.156908e-06,-7.837949e-05,-0.00011026436,0.0001100128
11.366667,5.6836114,7.995791,-4.847264e-06,-7.924136e-05,-0.00011147784,6.665869e-05
11.383334,5.6835737,7.995817,-4.4382778e-06,-8.036049e-05,-0.00011305321,5.1891733e-05
11.400001,5.6835823,7.9958115,-4.383745e-06,-8.181394e-05,-0.00011509691,4.899699e-05
11.416667,5.683584,7.99581,-4.412869e-06,-8.1864775e-05,-0.00011516804,5.040218e-05
11.433334,5.6835957,7.9958014,-4.41081e-06,-8.1924234e-05,-0.000115252624,5.0356444e-05
11.450001,5.6836023,7.9957967,-4.382533e-06,-8.193862e-05,-0.000115271985,5.0095117e-05
11.466667,5.683603,7.9957967,-4.3869477e-06,-8.1969796e-05,-0.00011531717,5.0422095e-05
11.483334,5.683604,7.9957957,-4.467346e-06,-8.196212e-05,-0.000115306466,5.001288e-05
11.500001,5.6836033,7.995796,-4.4088956e-06,-8.194565e-05,-0.00011528313,4.9717462e-05
11.516667,5.6836047,7.9957957,-4.4341114e-06,-8.192528e-05,-0.00011525333,4.9641545e-05
11.533334,5.6836033,7.995796,-4.3803507e-06,-8.192884e-05,-0.0001152599,4.9829756e-05
11.55,5.6836033,7.995796,-4.3912237e-06,-8.1942315e-05,-0.00011527887,5.0259117e-05
11.566668,5.6836033,7.995796,-4.4207713e-06,-8.1975726e-05,-0.00011532535,5.0350845e-05
11.583334,5.683604,7.9957957,-4.46322e-06,-8.195995e-05,-0.000115302595,5.001017e-05
11.6,5.6836033,7.995796,-4.3718487e-06,-8.196942e-05,-0.00011531624,4.9840604e-05
11.616668,5.6836042,7.9957957,-4.421601e-06,-8.1934486e-05,-0.00011526666,4.976797e-05
11.633334,5.683604,7.995796,-4.39033e-06,-8.1930695e-05,-0.00011526185,4.9720307e-05
11.650001,5.6836047,7.9957957,-4.462598e-06,-8.193396e-05,-0.0001152671,4.9887207e-05
11.666667,5.6836033,7.995796,-4.411461e-06,-8.1950624e-05,-0.00011528973,5.026136e-05
11.683334,5.683604,7.9957957,-4.4470316e-06,-8.194306e-05,-0.00011527845,4.979493e-05
11.700001,5.6836033,7.995796,-4.3895934e-06,-8.1939615e-05,-0.00011527467,4.987984e-05
11.716667,5.6836033,7.995796,-4.3911346e-06,-8.1951686e-05,-0.000115290975,5.0130544e-05
11.733334,5.6836042,7.9957957,-4.4454964e-06,-8.194334e-05,-0.00011528013,4.9837283e-05
11.750001,5.6836033,7.995796,-4.4018857e-06,-8.193961e-05,-0.00011527511,4.986681e-05
11.766667,5.6836033,7.995796,-4.3870414e-06,-8.19502e-05,-0.00011528994,5.0186263e-05
11.783334,5.6836042,7.9957957,-4.433507e-06,-8.1943086e-05,-0.000115280505,4.982247e-05
11.8,5.6836033,7.995796,-4.4120347e-06,-8.1939135e-05,-0.00011527449,4.981943e-05
11.816668,5.6836033,7.995796,-4.4088456e-06,-8.195083e-05,-0.000115290226,5.0205548e-05
11.833334,5.6836042,7.9957957,-4.439898e-06,-8.1944854e-05,-0.00011528235,4.98335e-05
11.85,5.6836033,7.995796,-4.398667e-06,-8.1939324e-05,-0.00011527459,4.987272e-05
11.866668,5.6836033,7.995796,-4.4015146e-06,-8.195081e-05,-0.00011528997,5.0174294e-05
11.883334,5.6836042,7.9957957,-4.4288477e-06,-8.1946324e-05,-0.00011528438,4.985057e-05
11.900001,5.683696,7.995731,-5.215005e-06,-8.286661e-05,-0.000116575924,4.8998445e-05
11.916667,5.6844015,7.9952292,-5.751474e-06,-8.441753e-05,-0.00011873404,-6.5937114e-05
11.933334,5.685929,7.9941425,-5.5587234e-06,-8.010136e-05,-0.000112619404,-0.0002494343
11.950001,5.688757,7.9921308,-4.3634845e-06,-7.9662925e-05,-0.00011191982,-0.00056784524
11.966667,5.6935143,7.988744,-6.075899e-06,-7.461775e-05,-0.00010470277,-0.0010223525
11.983334,5.700359,7.9838614,-6.074651e-06,-6.908736e-05,-9.676393e-05,-0.001613968
12.000001,5.709648,7.977221,-4.8205475e-06,-5.6820332e-05,-7.939374e-05,-0.002249106
12.016667,5.7215295,7.968704,-5.878063e-06,-4.8026133e-05,-6.68909e-05,-0.0028943794
12.033334,5.735238,7.9588447,-5.7825073e-06,-3.4347366e-05,-4.767307e-05,-0.0034273432
12.05,5.752527,7.946357,-6.795048e-06,-2.7973345e-05,-3.863773e-05,-0.0039822953
12.066668,5.7715445,7.9325542,-5.8676715e-06,-1.2800708e-05,-1.7596063e-05,-0.0045098765
12.083334,5.7946343,7.9157033,-5.306502e-06,-3.8071362e-06,-5.2077385e-06,-0.005018541
12.1,5.818973,7.897828,-5.690328e-06,-2.4736278e-06,-3.3522008e-06,-0.005565677
12.116668,5.8493834,7.875331,-5.30906e-06,2.0189083e-05,2.7193048e-05,-0.0059394953
12.133334,5.8790746,7.853191,-5.526452e-06,2.7458917e-05,3.6701436e-05,-0.0066514793
12.150001,5.9129133,7.827743,-5.7287302e-06,4.8697322e-05,6.449013e-05,-0.006919899
12.166667,5.9489994,7.8003516,-5.9121553e-06,5.374285e-05,7.048085e-05,-0.0072805434
12.183334,5.9847045,7.7729893,-6.0929815e-06,5.1719628e-05,6.71921e-05,-0.007855865
12.200001,6.0241456,7.7424593,-6.2116005e-06,5.4699965e-05,7.032897e-05,-0.00787047
12.216667,6.0626435,7.7123504,-6.6179446e-06,5.5511977e-05,7.064521e-05,-0.008528684
12.233334,6.104288,7.679431,-5.85158e-06,5.6423e-05,7.100698e-05,-0.008524925
12.250001,6.1439214,7.647759,-5.784659e-06,5.7974605e-05,7.217772e-05,-0.009259366
12.266667,6.188216,7.611962,-4.8358233e-06,3.7303387e-05,4.59039e-05,-0.008859404
12.283334,6.227223,7.580084,-5.4893103e-06,4.282502e-05,5.216441e-05,-0.010053697
12.3,6.2677565,7.546603,-6.8484164e-06,5.763432e-05,6.940699e-05,-0.0101280445
12.316668,6.30684,7.513974,-6.519887e-06,5.3425632e-05,6.367093e-05,-0.010283807
12.333334,6.3439317,7.482682,-7.191152e-06,4.87073e-05,5.7477282e-05,-0.010299968
12.35,6.3789945,7.452813,-5.741244e-06,4.246776e-05,4.962125e-05,-0.010202267
12.366668,6.4136086,7.423047,-5.8934993e-06,3.4513316e-05,3.9964038e-05,-0.010099057
12.383334,6.440303,7.3999,-5.8103446e-06,1.694876e-05,1.9504576e-05,-0.009347045
12.400001,6.466518,7.377004,-5.124049e-06,3.1346208e-05,3.575768e-05,-0.00870613
12.416667,6.5050745,7.3430285,-6.4142464e-06,-8.808241e-06,-9.9453855e-06,-0.009313837
12.433334,6.5140166,7.3350973,-6.6715866e-06,-2.36474e-06,-2.6643784e-06,-0.006885096
12.450001,6.5346065,7.316762,-6.5900235e-06,-1.4932727e-06,-1.6792277e-06,-0.006374255
12.466667,6.549423,7.3035045,-4.911591e-06,-3.1496562e-05,-3.5124594e-05,-0.005869704
12.483334,6.563427,7.290921,-5.47612e-06,-3.2222797e-05,-3.5803103e-05,-0.005479074
12.500001,6.57683,7.2788343,-6.2027457e-06,-3.3240794e-05,-3.678564e-05,-0.0051915157
12.516667,6.584318,7.2720613,-6.5291174e-06,-5.6816275e-06,-6.284311e-06,-0.003966649
12.533334,6.591147,7.2658725,-5.452658e-06,-2.4971294e-05,-2.7537013e-05,-0.0029874893
12.55,6.5954466,7.2619696,-5.8224473e-06,-4.5533743e-05,-5.0137725e-05,-0.0021212185
12.566668,6.598353,7.2593284,-6.949835e-06,-5.7292687e-05,-6.3031126e-05,-0.0013981487
12.583334,6.60036,7.257504,-5.7545335e-06,-6.637164e-05,-7.2977724e-05,-0.0008824853
12.6,6.6011977,7.2567415,-6.05924e-06,-6.7974244e-05,-7.472415e-05,-0.00044965406
12.616668,6.6013994,7.256558,-6.130351e-06,-7.018173e-05,-7.714784e-05,-0.00011858906
12.633334,6.6014028,7.2565556,-6.7172823e-06,-7.811729e-05,-8.586913e-05,4.1216575e-05
12.650001,6.601389,7.2565675,-6.7871374e-06,-7.8838595e-05,-8.6661894e-05,7.995534e-05
12.666667,6.6014237,7.256536,-6.7846436e-06,-7.87169e-05,-8.6527434e-05,6.592449e-05
12.683334,6.60146,7.2565026,-6.4916744e-06,-7.756152e-05,-8.525763e-05,5.1926614e-05
12.700001,6.6014767,7.256488,-6.496965e-06,-7.479803e-05,-8.2220206e-05,4.8010173e-05
12.716667,6.601482,7.256483,-6.58809e-06,-7.4712574e-05,-8.2126135e-05,5.415316e-05
12.733334,6.601467,7.2564964,-6.59313e-06,-7.499128e-05,-8.243268e-05,5.9720318e-05
12.750001,6.6014543,7.256508,-6.6057305e-06,-7.5298834e-05,-8.277101e-05,6.147629e-05
12.766667,6.6014533,7.256509,-6.5940444e-06,-7.5393546e-05,-8.287506e-05,6.0570328e-05
12.783334,6.6014557,7.256507,-6.5905206e-06,-7.528365e-05,-8.275411e-05,5.9343613e-05
12.800001,6.6014576,7.256505,-6.5943427e-06,-7.524065e-05,-8.27069e-05,5.8876172e-05
12.816668,6.601458,7.256505,-6.591817e-06,-7.5199234e-05,-8.266216e-05,5.9091013e-05
12.833334,6.6014576,7.256505,-6.5996974e-06,-7.5227756e-05,-8.269274e-05,5.934036e-05
12.85,6.601457,7.2565055,-6.5947233e-06,-7.524239e-05,-8.270882e-05,5.9449696e-05
12.866668,6.6014566,7.256506,-6.58954e-06,-7.5293465e-05,-8.2764935e-05,5.938843e-05
12.883334,6.601457,7.2565055,-6.6015614e-06,-7.5226686e-05,-8.2691586e-05,5.9308073e-05
12.900001,6.6014576,7.2565055,-6.6007037e-06,-7.521572e-05,-8.267938e-05,5.9244423e-05
12.916667,6.601457,7.2565055,-6.5820745e-06,-7.5277705e-05,-8.274746e-05,5.926448e-05
12.933334,6.601457,7.256506,-6.5842632e-06,-7.523261e-05,-8.269834e-05,5.935921e-05
12.950001,6.601457,7.2565055,-6.6059324e-06,-7.5305616e-05,-8.277836e-05,5.9353373e-05
12.966667,6.601457,7.2565055,-6.602512e-06,-7.521628e-05,-8.2680075e-05,5.929179e-05
12.983334,6.6014576,7.256505,-6.5899408e-06,-7.522108e-05,-8.268567e-05,5.9226226e-05
13.000001,6.601457,7.2565055,-6.5872655e-06,-7.527021e-05,-8.27398e-05,5.925992e-05
13.016667,6.601457,7.2565055,-6.592311e-06,-7.5230346e-05,-8.269584e-05,5.9346316e-05
13.033334,6.6014566,7.2565055,-6.6004513e-06,-7.531097e-05,-8.278466e-05,5.935411e-05
13.050001,6.601457,7.2565055,-6.598637e-06,-7.5219476e-05,-8.268364e-05,5.9278686e-05
13.066668,6.6014576,7.256505,-6.5954446e-06,-7.522355e-05,-8.2688704e-05,5.9204005e-05
13.083334,6.601457,7.2565055,-6.587582e-06,-7.527891e-05,-8.27493e-05,5.926977e-05
13.1,6.601457,7.256506,-6.5889312e-06,-7.5211334e-05,-8.267481e-05,5.939758e-05
13.116668,6.601457,7.2565055,-6.6052535e-06,-7.530758e-05,-8.278002e-05,5.9369395e-05
13.133334,6.601457,7.2565055,-6.5990994e-06,-7.522018e-05,-8.26844e-05,5.9286158e-05
13.150001,6.6014576,7.256505,-6.5854633e-06,-7.521908e-05,-8.268337e-05,5.924623e-05
13.166667,6.601457,7.2565055,-6.5911786e-06,-7.5273056e-05,-8.274299e-05,5.927599e-05
13.183334,6.6014566,7.256506,-6.602165e-06,-7.52314e-05,-8.269682e-05,5.938243e-05
13.200001,6.6014566,7.2565055,-6.5997438e-06,-7.530784e-05,-8.278065e-05,5.9364756e-05
13.216667,6.601457,7.2565055,-6.58947e-06,-7.52189e-05,-8.268271e-05,5.9282273e-05
13.233334,6.6014576,7.256505,-6.5937497e-06,-7.52196e-05,-8.268362e-05,5.9233163e-05
13.250001,6.601457,7.2565055,-6.5887575e-06,-7.52715e-05,-8.274139e-05,5.9270114e-05
13.266667,6.601457,7.256506,-6.588872e-06,-7.523302e-05,-8.269878e-05,5.931571e-05
13.283334,6.601457,7.2565055,-6.6024427e-06,-7.5304e-05,-8.277684e-05,5.9361457e-05
13.300001,6.601457,7.2565055,-6.5978543e-06,-7.521565e-05,-8.267961e-05,5.926071e-05
13.316668,6.6014576,7.256505,-6.593204e-06,-7.521762e-05,-8.26814e-05,5.918659e-05
13.333334,6.601457,7.2565055,-6.5918903e-06,-7.527723e-05,-8.274712e-05,5.9263526e-05
13.35,6.6014566,7.256506,-6.600835e-06,-7.5230375e-05,-8.2695806e-05,5.9309776e-05
13.366668,6.601457,7.2565055,-6.60301e-06,-7.530279e-05,-8.277543e-05,5.935731e-05
13.383334,6.601457,7.2565055,-6.591538e-06,-7.5218675e-05,-8.268283e-05,5.9288515e-05
13.400001,6.6014576,7.256505,-6.592319e-06,-7.522108e-05,-8.268568e-05,5.9229522e-05
13.416667,6.601457,7.2565055,-6.5872446e-06,-7.527716e-05,-8.274747e-05,5.9248476e-05
13.433334,6.601457,7.2565055,-6.591656e-06,-7.522961e-05,-8.2695304e-05,5.938679e-05
13.450001,6.601457,7.2565055,-6.6031016e-06,-7.5303535e-05,-8.2775674e-05,5.9343205e-05
13.466667,6.601457,7.2565055,-6.5954046e-06,-7.522034e-05,-8.2685e-05,5.929296e-05
13.483334,6.6014576,7.256505,-6.590482e-06,-7.522139e-05,-8.268554e-05,5.9228612e-05
13.500001,6.601457,7.2565055,-6.585305e-06,-7.527801e-05,-8.274824e-05,5.9251357e-05
13.516667,6.601457,7.2565055,-6.588307e-06,-7.5230855e-05,-8.2696795e-05,5.9403126e-05
13.533334,6.601457,7.2565055,-6.602976e-06,-7.5306474e-05,-8.277963e-05,5.9366488e-05
13.550001,6.601457,7.2565055,-6.5977483e-06,-7.5219985e-05,-8.2684164e-05,5.9248905e-05
13.566668,6.6014576,7.256505,-6.590169e-06,-7.521891e-05,-8.268367e-05,5.92008e-05
13.583334,6.601457,7.2565055,-6.5868994e-06,-7.527326e-05,-8.27429e-05,5.9272137e-05
13.6,6.601457,7.256506,-6.592774e-06,-7.523106e-05,-8.2696475e-05,5.9321264e-05
13.616668,6.601457,7.2565055,-6.60638e-06,-7.530657e-05,-8.2779625e-05,5.936132e-05
13.633334,6.601457,7.2565055,-6.6016e-06,-7.522443e-05,-8.268913e-05,5.9273672e-05
13.650001,6.6013694,7.2565856,-6.344789e-06,-7.498841e-05,-8.2431834e-05,8.569411e-05
13.666667,6.600792,7.25711,-6.604865e-06,-7.209706e-05,-7.9265934e-05,0.0002057398
13.683334,6.5992928,7.258474,-6.9207313e-06,-7.20613e-05,-7.925993e-05,0.00049428793
13.700001,6.5964594,7.261049,-5.2115324e-06,-6.769781e-05,-7.4514486e-05,0.00097386015
13.716667,6.592209,7.2649074,-6.0864295e-06,-8.5144726e-05,-9.383206e-05,0.0015217151
13.733334,6.585788,7.2707286,-6.071348e-06,-8.2666775e-05,-9.125541e-05,0.0022712448
13.750001,6.5749555,7.280525,-5.734779e-06,-7.610914e-05,-8.4270985e-05,0.0036672375
13.766667,6.5655627,7.2889953,-5.4179486e-06,-0.000114997005,-0.00012764962,0.0041183964
13.783334,6.55428,7.299143,-5.0596195e-06,-0.00012705194,-0.00014146892,0.004420644
13.800001,6.53753,7.3141475,-6.373432e-06,-8.649289e-05,-9.674361e-05,0.0057615116
13.816668,6.5200787,7.3297048,-6.1934234e-06,-0.00010625025,-0.00011941986,0.0068049612
13.833334,6.498314,7.3490076,-5.877135e-06,-0.00012113749,-0.00013695685,0.007912927
13.85,6.473766,7.370642,-5.054108e-06,-0.00013311915,-0.0001515045,0.008876005
13.866668,6.448296,7.392932,-6.262422e-06,-0.00015255777,-0.00017483965,0.009455669
13.883334,6.418651,7.418683,-6.406252e-06,-0.00015433696,-0.00017832678,0.010223475
13.900001,6.3865266,7.446353,-6.276456e-06,-0.0001542683,-0.00017980587,0.010989801
13.916667,6.349853,7.477647,-5.744982e-06,-0.00015838719,-0.00018645285,0.011918587
13.933334,6.3128924,7.5088754,-5.6087174e-06,-0.00017234567,-0.00020491151,0.01240297
13.950001,6.278725,7.537469,-4.6558757e-06,-0.00019769909,-0.00023726693,0.012125161
13.966667,6.238762,7.570578,-5.9440154e-06,-0.0001788826,-0.00021692603,0.0123093305
13.983334,6.2001724,7.6022096,-6.9729226e-06,-0.00018808391,-0.00023052665,0.012403645
14.000001,6.1582828,7.636181,-5.8289943e-06,-0.00019559983,-0.00024245655,0.012668355
14.016667,6.116091,7.6700163,-6.5903355e-06,-0.0001980846,-0.00024828364,0.01282989
14.033334,6.0766554,7.701295,-5.332949e-06,-0.00021678586,-0.00027462724,0.012530166
14.050001,6.037829,7.731773,-5.5486535e-06,-0.00022424944,-0.00028702448,0.01203217
14.066668,5.9955115,7.7646327,-6.409781e-06,-0.00021479379,-0.00027805596,0.011906067
14.083334,5.9593334,7.7924304,-5.8839e-06,-0.00022285467,-0.00029126834,0.011468669
14.1,5.9246244,7.8188543,-5.98597e-06,-0.00024143055,-0.00031853758,0.010771137
14.116668,5.889964,7.8450003,-5.263612e-06,-0.0002174596,-0.00028949676,0.010197787
14.133334,5.8597345,7.8676033,-5.3980907e-06,-0.00022452268,-0.00030135666,0.009536184
14.150001,5.828255,7.890953,-5.483317e-06,-0.00022024944,-0.00029810303,0.009082033
14.166667,5.8013544,7.910754,-5.188575e-06,-0.00022725656,-0.00030978615,0.008483608
14.183334,5.778713,7.9273105,-5.7347097e-06,-0.00023841228,-0.00032700135,0.007478224
14.200001,5.758879,7.9417343,-4.9290948e-06,-0.00020674826,-0.00028501454,0.00641666
14.216667,5.740805,7.9548087,-5.8210617e-06,-0.00020092062,-0.00027838422,0.0056286664
14.233335,5.7253995,7.965907,-5.0546596e-06,-0.00018167033,-0.00025272064,0.004916958
14.250001,5.712704,7.97502,-5.2714695e-06,-0.00018504576,-0.0002583129,0.004132054
14.266667,5.7027583,7.9821377,-5.9055196e-06,-0.00016089504,-0.00022518204,0.0033207794
14.283334,5.6957545,7.9871383,-6.1785595e-06,-0.00015149315,-0.00021243394,0.0024867011
14.300001,5.6906886,7.9907503,-4.8362363e-06,-0.00012749208,-0.00017902107,0.00176861
14.316668,5.686964,7.993404,-5.1243082e-06,-0.00010748026,-0.00015107325,0.0012639685
14.333334,5.6850514,7.994765,-5.185835e-06,-0.000103513805,-0.00014557563,0.00081643416
14.35,5.684033,7.99549,-5.285903e-06,-8.925795e-05,-0.00012555932,0.0004422604
14.366668,5.683802,7.9956546,-5.702961e-06,-8.156925e-05,-0.00011475196,0.00017761701
14.383334,5.6837664,7.995681,-5.3992476e-06,-7.798203e-05,-0.000109705674,4.9029524e-05
14.400001,5.6836643,7.9957533,-4.417646e-06,-8.053742e-05,-0.00011330118,3.171696e-05
14.416667,5.683596,7.9958014,-4.4377607e-06,-8.078482e-05,-0.000113650785,4.8133275e-05
14.433334,5.683583,7.995811,-4.4826857e-06,-8.176388e-05,-0.00011502719,5.8280846e-05
14.450001,5.683591,7.9958053,-4.396782e-06,-8.224631e-05,-0.00011570559,5.708307e-05
14.466667,5.6835957,7.995802,-4.427109e-06,-8.217454e-05,-0.000115603114,5.094608e-05
14.483335,5.683604,7.995796,-4.4577173e-06,-8.192413e-05,-0.00011525154,4.753473e-05
14.500001,5.683607,7.9957933,-4.472112e-06,-8.1839105e-05,-0.00011513253,4.8648355e-05
14.516667,5.683606,7.9957943,-4.4400063e-06,-8.186901e-05,-0.00011517414,4.982077e-05
14.533334,5.6836042,7.9957957,-4.4108215e-06,-8.193096e-05,-0.0001152626,5.020571e-05
14.550001,5.683604,7.995796,-4.439717e-06,-8.192334e-05,-0.00011525232,5.0201725e-05
14.566668,5.683604,7.9957957,-4.4653198e-06,-8.19449e-05,-0.00011528152,5.000671e-05
14.583334,5.6836042,7.9957957,-4.4427047e-06,-8.196036e-05,-0.00011530488,4.9983413e-05
14.6,5.683604,7.9957957,-4.4414037e-06,-8.1957805e-05,-0.00011530007,4.9992577e-05
14.616668,5.6836042,7.9957957,-4.44364e-06,-8.193791e-05,-0.00011527307,5.000313e-05
14.633334,5.6836042,7.9957957,-4.4409353e-06,-8.1939135e-05,-0.00011527463,5.0049566e-05
14.650001,5.6836042,7.9957957,-4.453953e-06,-8.1957936e-05,-0.00011530199,4.9978607e-05
14.666667,5.6836042,7.9957957,-4.449393e-06,-8.1937855e-05,-0.00011527262,4.9996794e-05
14.683334,5.6836042,7.9957957,-4.443944e-06,-8.193876e-05,-0.00011527383,4.999893e-05
14.700001,5.6836042,7.9957957,-4.4508174e-06,-8.19423e-05,-0.00011527876,5.000012e-05
14.716667,5.6836042,7.9957957,-4.451344e-06,-8.196142e-05,-0.000115306124,4.999372e-05
14.733335,5.6836042,7.9957957,-4.4505978e-06,-8.1936996e-05,-0.00011527194,4.9979226e-05
14.750001,5.6836042,7.9957957,-4.449283e-06,-8.193965e-05,-0.00011527541,4.997416e-05
14.766667,5.6836042,7.9957957,-4.44967e-06,-8.196138e-05,-0.00011530603,5.002498e-05
14.783334,5.6836042,7.9957957,-4.445637e-06,-8.193756e-05,-0.000115272574,5.004884e-05
14.800001,5.6836042,7.9957957,-4.439392e-06,-8.196114e-05,-0.000115305396,4.9985392e-05
14.816668,5.6836042,7.9957957,-4.4440367e-06,-8.195949e-05,-0.00011530221,4.9989052e-05
14.833334,5.6836042,7.9957957,-4.451633e-06,-8.19375e-05,-0.00011527194,4.99888e-05
14.85,5.6836042,7.9957957,-4.450944e-06,-8.1934486e-05,-0.00011526832,4.9994625e-05
14.866668,5.6836042,7.9957957,-4.4508747e-06,-8.19377e-05,-0.00011527197,4.998245e-05
14.883334,5.6836042,7.9957957,-4.4533217e-06,-8.193554e-05,-0.000115269155,4.999568e-05
14.900001,5.6836042,7.9957957,-4.4420653e-06,-8.193929e-05,-0.00011527492,4.9988947e-05
14.916667,5.6836042,7.9957957,-4.437024e-06,-8.192851e-05,-0.00011525869,4.9224338e-05
14.933334,5.683859,7.995615,-6.296502e-06,-8.310645e-05,-0.00011690682,1.9799883e-05
14.950001,5.6848116,7.9949374,-5.51892e-06,-8.146567e-05,-0.00011457137,-0.00011534675
14.966667,5.686975,7.9933987,-5.6405684e-06,-8.136713e-05,-0.00011436628,-0.00037542384
14.983335,5.6904736,7.990909,-4.20779e-06,-7.6267155e-05,-0.00010710067,-0.0007459516
15.000001,5.696059,7.986929,-5.56469e-06,-7.3084266e-05,-0.00010247822,-0.0012528695
15.016667,5.7038813,7.981345,-5.0692897e-06,-6.381817e-05,-8.9304194e-05,-0.001874429
15.033334,5.714892,7.973466,-6.232915e-06,-5.649005e-05,-7.881805e-05,-0.0025857585
15.050001,5.726402,7.9652042,-5.2025666e-06,-3.6959307e-05,-5.1414983e-05,-0.003073692
15.066668,5.7420406,7.9539385,-7.270426e-06,-3.06257e-05,-4.2425796e-05,-0.0036084345
15.083334,5.761694,7.939713,-4.5646993e-06,-2.3028591e-05,-3.1740237e-05,-0.004277979
15.1,5.7833676,7.9239383,-5.736646e-06,-1.2042158e-05,-1.6497048e-05,-0.0049417065
15.116668,5.809569,7.9047494,-6.2455015e-06,4.273869e-06,5.8198457e-06,-0.0055090203
15.133334,5.832198,7.8880677,-6.1038313e-06,8.524042e-06,1.1534659e-05,-0.005929703
15.150001,5.860244,7.8672523,-5.32762e-06,2.9761733e-05,3.9965656e-05,-0.0060406956
15.166667,5.896564,7.8400664,-5.2435576e-06,2.584939e-05,3.4382774e-05,-0.005664509
15.183334,5.9273524,7.8168135,-6.0043058e-06,2.1748348e-05,2.8711538e-05,-0.007280383
15.200001,5.9643373,7.788629,-5.5744945e-06,5.753157e-05,7.513212e-05,-0.0074159536
15.216667,6.000961,7.760448,-5.7791312e-06,5.4103304e-05,6.999619e-05,-0.008010568
15.233335,6.038596,7.7311964,-5.429797e-06,5.4171796e-05,6.9384834e-05,-0.00822509
15.250001,6.0820026,7.6970925,-5.5651676e-06,3.7972644e-05,4.8081616e-05,-0.007453284
15.266667,6.123961,7.663751,-5.389743e-06,4.2230575e-05,5.2866777e-05,-0.008860163
15.283334,6.1661663,7.6298356,-5.4433117e-06,5.4442226e-05,6.738257e-05,-0.009538837
15.300001,6.20566,7.59775,-5.207577e-06,6.1157094e-05,7.490207e-05,-0.010010275
15.316668,6.244243,7.5660715,-6.3061602e-06,6.524816e-05,7.907708e-05,-0.010004616
15.333334,6.2861996,7.5312476,-5.745741e-06,4.3460564e-05,5.2095966e-05,-0.009716299
15.35,6.322786,7.500556,-6.6933826e-06,0.00017173482,0.00020386893,-0.014159517
15.366668,6.356468,7.4720383,-5.587383e-06,-0.0002495407,-0.00029252138,0.043200947
15.383334,6.3886523,7.444522,-6.9108987e-06,-0.00010553372,-0.00012243752,-0.007419664
15.400001,6.4226346,7.4152427,-5.5414807e-06,-5.515192e-05,-6.365791e-05,-0.009281828
15.416668,6.4519057,7.3898177,-5.675372e-06,1.8948098e-05,2.168982e-05,-0.009762742
15.433334,6.478291,7.366684,-5.420747e-06,5.8858837e-05,6.69386e-05,-0.009325716
15.450001,6.501858,7.3458843,-6.3627785e-06,3.8496142e-05,4.3512646e-05,-0.00839695
15.466667,6.521243,7.328673,-5.2868427e-06,6.46391e-06,7.2674884e-06,-0.007354213
