0.0,9.81,-1.5545133e-08,-1.9896243e-06,8.89216e-07,-6.9927004e-15,1.0618805e-06
0.016666668,9.81,-6.369422e-06,-1.9896243e-06,9.390624e-07,-2.9136348e-14,1.0776533e-06
0.033333335,9.81,-7.495744e-06,-1.9896243e-06,1.1907979e-06,-4.2914616e-14,1.4085884e-06
0.050000004,9.81,-2.1975782e-06,-1.9896243e-06,1.1921178e-06,-7.0620417e-14,1.4269309e-06
0.06666667,9.81,3.3452443e-07,-1.989624e-06,-1.2171402e-08,-8.3345325e-14,-8.5908323e-07
0.083333336,9.815347,-9.167415,0.36806434,2.7569115,0.0045333677,0.07292495
0.10000001,9.86337,-25.12288,1.1240264,4.8023233,0.01031123,-0.011111997
0.116666675,9.998536,-22.752567,0.46157247,4.800829,0.01366648,-0.36940846
0.13333334,10.151738,-6.774152,-0.97271806,4.802659,0.073306106,-0.36925465
0.15,10.2235985,0.2496096,-0.48157436,4.7785316,0.09972629,-0.39157486
0.16666667,10.243158,0.45791692,0.17125176,4.780334,0.14100833,-0.38597748
0.18333334,10.249912,0.4135524,-0.26191524,4.778555,0.17534229,-0.36694625
0.20000002,10.239734,0.4440554,-0.27617064,4.7683864,0.20713988,-0.35311574
0.21666668,10.222829,0.64381486,-0.08578579,4.744214,0.2377361,-0.3483559
0.23333335,10.200013,1.0349097,-0.11105092,4.659547,0.26511633,-0.3587725
0.25,10.137083,2.1993887,-0.19908012,4.3825674,0.2814914,-0.39516664
0.26666668,10.022364,4.1101866,-0.26309106,4.003977,0.2903917,-0.45162508
0.28333336,9.909886,5.629615,-0.15871872,3.5971308,0.29507932,-0.5224897
0.3,9.835614,6.2290664,-0.00025213946,3.2028697,0.29764593,-0.6062635
0.3166667,9.791312,6.246849,0.08143939,2.8419573,0.29956195,-0.70203
0.33333334,9.765037,5.9834504,0.106333114,2.5201778,0.3016404,-0.81077904
0.35000002,9.747214,5.6292176,0.101787426,2.2381203,0.3044785,-0.93351287
0.36666667,9.739712,5.220981,0.088645846,2.0099473,0.31919387,-0.81620765
0.38333336,9.703201,4.6296854,0.076848514,1.835603,0.32531133,-0.1808728
0.40000004,9.565282,4.1243887,0.05691857,1.6632493,0.28399354,-0.0876037
0.4166667,9.41845,3.89497,0.033622034,1.5139625,0.25986636,-0.04726329
0.43333337,9.376827,3.6772528,0.024972843,1.3852577,0.23877774,-0.040180046
0.45000002,9.371406,3.5587726,0.024787065,1.2275599,0.21281669,-0.035072174
0.4666667,9.352616,3.6046994,0.024149256,1.0957508,0.1909944,-0.03336349
0.48333335,9.376295,3.4329135,0.020336468,0.9948675,0.1742896,-0.03088768
0.5,9.43175,3.0892591,0.013671894,0.91161925,0.16044244,-0.03037252
0.5166667,9.475771,2.819242,0.008826805,0.845209,0.14939581,-0.028308354
0.53333336,9.506684,2.6284394,0.005973084,0.7865394,0.13952889,-0.026449334
0.55,9.528165,2.494763,0.004239239,0.7373887,0.13124892,-0.025653325
0.5666667,9.546381,2.3831863,0.003144944,0.6963995,0.124329366,-0.023405809
0.5833334,9.5619,2.2877877,0.0024126656,0.6594296,0.11801412,-0.021360945
0.6,9.5729685,2.2189078,0.0019093096,0.62804765,0.11263744,-0.02005805
0.6166667,9.583552,2.154541,0.0015742535,0.6016702,0.10810366,-0.01775269
0.6333334,9.593378,2.0949423,0.0013199743,0.57827556,0.10403846,-0.015759353
0.65000004,9.601279,2.0468857,0.0011217211,0.5588914,0.10065694,-0.014125408
0.6666667,9.609205,1.9997563,0.0009849523,0.5430604,0.097883955,-0.012459074
0.6833334,9.6171055,1.9533374,0.00087976904,0.5303261,0.0956401,-0.010864293
0.70000005,9.62421,1.9118124,0.0007859219,0.5204838,0.093894936,-0.0095041655
0.7166667,9.63103,1.8723634,0.0007186156,0.5136926,0.092683785,-0.008377747
0.73333335,9.637978,1.8326768,0.0006872878,0.50986695,0.091998205,-0.007612252
