lin_acc_x, lin_acc_y, lin_acc_z
9.426,2.891,0.003
9.443,2.834,0.0
9.496,2.656,-0.002
9.533,2.524,-0.002
9.549,2.463,-0.0
9.532,2.518,0.002
9.505,2.619,0.003
9.505,2.623,0.001
9.545,2.476,-0.001
9.581,2.337,-0.002
9.593,2.285,-0.0
9.627,2.141,-0.002
9.649,2.044,-0.001
9.583,2.298,0.005
9.537,2.488,0.005
9.614,2.197,-0.003
9.692,1.871,-0.005
9.704,1.782,-0.001
9.699,1.788,0.001
9.661,1.961,0.004
9.634,2.088,0.003
9.648,2.024,0.0
9.656,1.991,0.001
9.645,2.053,0.002
9.653,2.022,0.001
9.71,1.716,-0.004
9.775,1.349,-0.006
9.8,1.187,-0.002
9.793,1.206,0.001
9.73,1.572,0.007
9.69,1.809,0.006
9.737,1.526,-0.002
9.751,1.448,0.0
9.752,1.432,0.001
9.78,1.236,-0.002
9.767,1.327,0.003
9.753,1.428,0.003
9.791,1.136,-0.003
9.823,0.887,-0.003
9.793,1.119,0.005
9.79,1.123,0.002
9.819,0.873,-0.002
9.801,1.024,0.004
9.793,1.092,0.004
9.834,0.683,-0.004
9.85,0.518,-0.001
9.829,0.704,0.004
9.827,0.701,0.002
9.82,0.769,0.004
9.838,0.513,-0.001
9.855,0.295,-0.002
9.83,0.583,0.007
9.851,0.244,-0.002
9.862,0.062,-0.001
9.838,0.372,0.007
9.848,0.151,0.0
9.865,-0.222,-0.004
9.86,-0.22,-0.0
9.851,-0.157,0.0
9.852,-0.319,-0.004
9.844,-0.237,-0.001
9.837,-0.206,-0.002
9.837,-0.319,-0.006
9.829,-0.215,-0.004
9.822,-0.043,-0.002
9.818,0.045,-0.002
9.817,0.009,-0.003
9.817,-0.052,-0.003
9.816,-0.109,-0.003
9.815,-0.106,-0.002
9.814,-0.089,-0.001
9.813,-0.127,-0.002
9.812,-0.161,-0.002
9.812,-0.15,-0.001
9.811,-0.15,-0.001
9.811,-0.154,-0.001
9.81,-0.134,-0.0
9.81,-0.117,-0.0
9.81,-0.102,-0.0
9.81,-0.08,-0.0
9.81,-0.053,-0.0
9.81,-7.495744e-06,-1.9896243e-06
9.81,-2.1975782e-06,-1.9896243e-06
9.81,3.3452443e-07,-1.989624e-06
9.823053,-8.816178,0.33918923
9.906006,-24.47251,1.0775374
10.067008,-22.78304,0.5160466
10.199612,-7.3678627,-0.8818493
10.250432,-0.071076244,-0.7163213
10.2599945,0.3903824,-0.09015448
10.254556,0.4741853,-0.06591535
10.24155,0.5604995,-0.070988014
10.227372,0.72499424,-0.08305328
10.200814,1.2252419,-0.123279214
10.123014,2.6186879,-0.22435214
9.996579,4.584422,-0.25974077
9.884517,5.9335213,-0.124836124
9.814644,6.359031,0.028251223
9.773246,6.278084,0.09457315
9.748111,5.9717684,0.10944143
9.741963,5.3710065,0.111536294
9.679349,4.615506,0.09613325
9.5077505,4.2828393,0.05254679
9.384748,4.154641,0.03189088
9.376544,3.8812876,0.035260607
9.410811,3.5456672,0.031946786
9.428956,3.3748474,0.027739964
9.426557,3.3544402,0.024388254
9.451636,3.1641645,0.018830452
9.493484,2.8755412,0.012772375
9.527709,2.6430783,0.008638439
9.55266,2.471398,0.0060510924
9.5697975,2.353226,0.0044096266
9.585878,2.2439954,0.0033695407
9.597729,2.1618946,0.0026165158
9.606956,2.0986614,0.0020713576
9.616506,2.0351367,0.0016937116
9.624074,1.9834726,0.0013902264
9.629186,1.9469504,0.0011684949
9.634322,1.9113677,0.0010100625
9.640101,1.8731408,0.0008924255
9.645193,1.8397013,0.00079469464
9.648933,1.8134685,0.00071496086
9.652628,1.7879,0.00068607833
9.657839,1.7552377,0.0006978855
9.663602,1.7198588,0.00071215414
9.668589,1.6889361,0.0007443213
9.673858,1.656437,0.0008226112
9.679858,1.6200072,0.0009321898
9.687024,1.577689,0.0010749196
9.695838,1.5264285,0.0012905804
9.705674,1.4695355,0.0015868235
9.717195,1.4036605,0.0019804388
9.731416,1.3229449,0.0025107197
9.748341,1.2272375,0.0032351455
9.769114,1.1104069,0.004286899
9.7951565,0.9645039,0.005798689
9.827491,0.78384817,0.00795784
9.868372,0.5561197,0.011184335
9.920957,0.26408064,0.016106142
9.98964,-0.11437285,0.023778552
10.081547,-0.6130353,0.036148723
10.207167,-1.2825919,0.056567527
10.383245,-2.2032175,0.09144668
10.636632,-3.5006409,0.1535434
11.008388,-5.365859,0.26780286
11.561335,-8.092825,0.48453283
11.613846,-8.034286,0.5016712
10.767099,-3.1158626,-0.054649476
10.13399,1.1079264,-0.6709054
10.166409,2.3489707,-0.63145494
9.237041,7.28868,-0.65848845
7.9055815,13.157854,-0.5773443
8.275768,10.998608,0.17571731
8.739508,8.038286,0.27023312
8.299127,8.785791,-0.008385566
7.844379,9.433669,0.05528507
7.379816,10.021709,0.08505922
6.894647,10.61194,0.11279433
6.370944,11.260331,0.1453883
5.788837,12.009583,0.18837433
5.135153,12.861776,0.24756058
6.4154434,9.342258,0.01807385
10.803675,-0.7288089,-0.4059347
13.194456,-5.7385774,-0.25060222
11.31814,-1.2533298,0.14960867
9.520366,2.7845516,0.122490086
9.109529,3.682464,0.006271843
8.93967,4.044644,0.0009663272
8.875603,4.178805,9.484305e-05
8.881052,4.16646,6.744157e-06
8.927586,4.0662866,-5.061627e-06
8.930127,4.061224,-6.388747e-06
8.903116,4.1195807,-5.5633163e-06
8.869927,4.190208,-6.9202856e-06
8.844904,4.242439,-8.318569e-06
8.822449,4.2886515,-7.580389e-06
8.799897,4.3347697,-5.440657e-06
8.765993,4.403161,-4.3429936e-06
8.753556,4.428208,-1.3364171e-05
8.769653,4.3957105,-1.5844413e-05
8.75387,4.4270406,4.395805e-06
8.727067,4.4803977,5.3203844e-06
8.720928,4.4923353,-4.7610815e-06
8.71577,4.5023613,-6.4601963e-06
8.712802,4.508113,-6.496145e-06
8.711328,4.5109673,-6.923521e-06
8.710604,4.512369,-4.944563e-06
8.710198,4.5131536,-4.9575083e-06
8.709936,4.5136585,-5.18885e-06
8.709774,4.513973,-4.790188e-06
8.709698,4.5141196,-6.0072293e-06
8.709647,4.514218,-4.9469986e-06
8.70961,4.5142903,-5.0935955e-06
8.7096,4.5143075,-5.116063e-06
8.709587,4.5143337,-5.3983194e-06
8.7096405,4.51423,-5.128554e-06
8.709755,4.514008,-6.7665937e-06
8.709767,4.5139856,-5.499802e-06
8.70991,4.5137076,-6.54124e-06
8.697635,4.5373554,-6.9657717e-06
8.679874,4.57141,-7.5588305e-06
8.672498,4.5849752,-6.788524e-06
8.648262,4.630152,-3.7058098e-06
8.607228,4.706233,-4.950935e-06
8.563538,4.7852464,-5.2834503e-06
8.512455,4.875489,-6.057725e-06
8.453902,4.976271,-5.3017925e-06
8.407745,5.0538607,-4.248516e-06
8.400477,5.066062,-6.131574e-06
8.411542,5.0478806,-6.0290304e-06
8.4336195,5.0110826,-5.4993006e-06
8.465051,4.9578886,-5.791066e-06
8.506114,4.8871727,-4.350521e-06
8.556088,4.799211,-5.102197e-06
8.614403,4.693805,-5.4948528e-06
8.670277,4.589866,-6.617822e-06
8.700628,4.5318694,-5.8897895e-06
8.72323,4.4885387,-8.145867e-06
8.715281,4.5035834,-5.413296e-06
8.70513,4.522881,-4.637931e-06
8.708622,4.5161867,-4.3910013e-06
8.710503,4.5125637,-6.2440604e-06
8.713073,4.5075974,-4.870832e-06
8.721927,4.490457,-6.39635e-06
8.718279,4.4975214,-6.5337254e-06
8.699933,4.5330334,-7.1472095e-06
8.70607,4.5211463,-4.918624e-06
8.729499,4.4757514,-5.182415e-06
8.754073,4.427565,-6.487997e-06
8.781846,4.3722663,-5.1408488e-06
8.808984,4.317336,-5.107699e-06
8.836906,4.2599516,-5.3763983e-06
8.863513,4.204219,-6.3838834e-06
8.88967,4.148275,-4.773394e-06
8.920179,4.0819845,-5.3430226e-06
8.954404,4.0062766,-5.4203965e-06
8.99171,3.9218585,-4.746634e-06
9.029836,3.8331473,-5.616536e-06
9.067813,3.7422662,-6.4660894e-06
9.108278,3.6426094,-6.1262517e-06
9.1490965,3.5387244,-5.944592e-06
9.187493,3.4376094,-7.145791e-06
9.226569,3.3310874,-6.237295e-06
9.265916,3.2199402,-4.1386565e-06
9.302385,3.112976,-5.914971e-06
9.339913,2.9983635,-5.8104656e-06
9.374068,2.8898277,-5.59734e-06
9.405096,2.7871685,-5.8444148e-06
9.43564,2.6819243,-5.199708e-06
9.464884,2.5770195,-5.64127e-06
9.491276,2.4781344,-5.3798676e-06
9.514211,2.3886306,-7.0788724e-06
9.535889,2.3007617,-6.257227e-06
9.555724,2.217212,-6.629181e-06
9.573129,2.14105,-6.085909e-06
9.587654,2.07524,-4.621222e-06
9.60075,2.0140235,-5.341803e-06
9.61181,1.9608375,-5.543103e-06
9.622233,1.9092551,-6.746637e-06
9.630224,1.8687482,-5.2062833e-06
9.636398,1.8368279,-4.0666127e-06
9.641383,1.8106394,-5.5420555e-06
9.645598,1.7881961,-6.733725e-06
9.648952,1.7701231,-5.3640206e-06
9.651057,1.7586682,-5.5843693e-06
9.652297,1.7518961,-6.2740855e-06
9.653108,1.74745,-5.26908e-06
9.65357,1.7449068,-5.760093e-06
9.653785,1.7437171,-4.956309e-06
9.653944,1.742839,-6.172742e-06
9.654323,1.7407398,-5.598418e-06
9.655052,1.7367054,-5.5715077e-06
9.65569,1.7331992,-2.139799e-06
9.65603,1.7314395,4.4103876e-06
9.655694,1.7335259,1.4479119e-05
9.654293,1.741695,3.3407236e-05
9.651763,1.7561357,4.61851e-05
9.647729,1.7788701,6.466883e-05
9.644203,1.7989577,9.78184e-05
9.639391,1.8259346,0.00013447854
9.633426,1.8590822,0.00018277329
9.625727,1.9007447,0.00022062378
9.6147995,1.9575839,0.00020754439
9.603245,2.0162814,0.00022747256
9.593207,2.066576,0.00032167404
9.578588,2.1360505,0.00028252293
9.561502,2.2148516,0.00025714343
9.54881,2.2723627,0.0003966722
9.530156,2.3520546,0.00031433173
9.5082035,2.4432049,0.00023753324
9.492619,2.5063083,0.00041042097
9.466467,2.6054423,0.00022264964
9.436236,2.7166755,5.9847942e-05
9.417183,2.7836494,0.00026278725
9.385442,2.8895102,2.496756e-05
9.3509865,3.0018115,-0.00012957632
9.327725,3.0726311,3.0754272e-05
9.30039,3.1545892,1.8704355e-05
9.279128,3.2173672,0.00018354181
9.251589,3.296017,0.0001685198
9.215107,3.3985634,9.869057e-06
9.174538,3.5070107,-0.0001581605
9.139918,3.5970008,-0.00013311965
9.123354,3.6379113,0.00021893074
9.0847845,3.7326472,-1.6626807e-05
9.041688,3.8378797,-0.00015550519
9.024038,3.8785787,0.00023304229
8.981616,3.975402,-2.582227e-05
8.934869,4.0814533,-0.00016704503
8.917167,4.119349,0.00024397945
8.871476,4.21642,-3.1155258e-05
8.821612,4.321835,-0.00017039523
8.804097,4.3567343,0.0002574289
8.754682,4.4547925,-4.5840938e-05
8.701533,4.5598035,-0.0001810222
8.684512,4.59141,0.00027170678
8.645095,4.665307,0.00016156575
8.576709,4.7912436,-0.0002490201
8.5293255,4.875819,-0.00014131416
8.49802,4.9288836,5.3387972e-05
8.4548435,5.002742,5.8062956e-06
8.445322,5.020142,0.0004865949
8.38638,5.1172056,7.60724e-05
8.269444,5.3077664,-0.0007645552
8.2485285,5.339344,1.5868573e-05
8.252888,5.329939,0.0005247258
8.193219,5.422355,7.47814e-05
8.128308,5.520841,-4.9757004e-05
8.055953,5.626052,-0.00023855928
8.001465,5.703938,-0.00015190683
7.988867,5.720496,0.00032151164
7.9175835,5.818304,-0.00011421053
7.8468466,5.9153657,-0.00021007343
7.813127,5.9583325,8.877168e-05
7.758048,6.0302353,-1.6563725e-05
7.811031,5.965712,0.0011779041
7.696408,6.108948,-0.00024541767
7.426377,6.4456444,-0.0021927638
7.488364,6.3665223,0.0005062907
7.6434917,6.178971,0.0021567915
7.454077,6.402741,-0.0007463401
7.200059,6.6975794,-0.002099131
7.300615,6.580206,0.0008904972
7.4124084,6.455293,0.001981355
7.213553,6.6752357,-0.0007392632
6.957707,6.949933,-0.0019961458
6.990041,6.9118176,0.00031422204
6.9618335,6.9338965,0.0003109185
6.880189,7.0174475,-0.0002828476
6.8724065,7.021029,0.00021081965
6.7491426,7.140281,-0.0006166687
6.6449027,7.237862,-0.00071604905
6.625407,7.252022,-0.00024475539
6.61117,7.26136,-0.000116055286
6.54626,7.3188396,-0.0003839574
6.487508,7.369982,-0.00042387206
6.447457,7.4031477,-0.00037416958
6.421824,7.423457,-0.00032474854
6.420298,7.4225,-0.00019591626
6.410837,7.429129,-0.0001781602
6.399616,7.4378223,-0.00017414054
6.401756,7.4350038,-0.000108193264
6.3975534,7.4380345,-8.7147804e-05
6.390884,7.443425,-7.495363e-05
6.3913884,7.4426885,-4.5592307e-05
6.3931594,7.4409633,-2.7964212e-05
6.3962,7.438222,-1.8526072e-05
6.402314,7.432872,-1.0183444e-05
6.409026,7.427038,-6.580619e-06
6.414986,7.42187,-5.0511703e-06
6.4185176,7.418811,-6.0606535e-06
6.418876,7.4185004,-5.9298227e-06
6.416929,7.420184,-4.368848e-06
6.4133534,7.4232745,-6.1771148e-06
6.408054,7.4278493,-5.946901e-06
6.4012194,7.4337397,-5.4678867e-06
6.3922696,7.441437,-4.650406e-06
6.3817205,7.4504848,-5.3246954e-06
6.368605,7.4616976,-4.266022e-06
6.3531127,7.474892,-5.4488455e-06
6.3361473,7.4892774,-5.688885e-06
6.315392,7.506788,-4.879095e-06
6.293773,7.524921,-5.723397e-06
6.2694464,7.5452,-5.530912e-06
6.243944,7.566317,-5.712495e-06
6.2155495,7.58966,-5.5335236e-06
6.185106,7.6144896,-4.501753e-06
6.154384,7.6393394,-6.1672663e-06
6.1213064,7.6658688,-4.583539e-06
6.0853076,7.694475,-4.7738754e-06
6.0509334,7.7215343,-4.9978553e-06
6.01538,7.7492623,-5.3169956e-06
5.981035,7.7758,-5.1577226e-06
5.945946,7.802663,-5.05447e-06
5.9125876,7.82797,-5.295426e-06
5.879099,7.8531504,-4.0709697e-06
5.8465514,7.8774114,-5.1782085e-06
5.816705,7.899476,-5.947275e-06
5.787747,7.9207172,-6.063544e-06
5.7604704,7.9405775,-4.5226593e-06
5.736229,7.958108,-5.4373436e-06
5.7135324,7.97442,-6.5888003e-06
5.692915,7.989154,-4.5478064e-06
5.674616,8.002164,-5.2122627e-06
5.6593013,8.013003,-4.893536e-06
5.64588,8.022468,-5.8615715e-06
5.6346197,8.030382,-4.831361e-06
5.625869,8.036517,-4.819408e-06
5.6188097,8.041455,-4.701646e-06
5.6134486,8.0452,-5.7239945e-06
5.609992,8.047612,-4.8703614e-06
5.6079044,8.0490675,-4.5633324e-06
5.6066313,8.049955,-5.565356e-06
5.6060185,8.050383,-6.156447e-06
5.6058154,8.050525,-4.486685e-06
5.605699,8.050606,-5.288591e-06
5.6056447,8.050643,-5.8427186e-06
5.6056223,8.050658,-6.0346842e-06
5.60561,8.050667,-6.1258993e-06
5.605607,8.05067,-4.673392e-06
5.6056066,8.05067,-4.6341856e-06
5.6056056,8.05067,-4.4966305e-06
5.6056056,8.05067,-4.601582e-06
5.605605,8.050671,-4.503142e-06
5.605605,8.050671,-4.456396e-06
5.605605,8.050671,-4.454271e-06
5.6056056,8.050671,-4.508293e-06
5.6056046,8.050671,-4.5508878e-06
5.6056046,8.050671,-4.511669e-06
5.6056056,8.050671,-4.403281e-06
5.6056056,8.050671,-4.4557023e-06
5.605605,8.050671,-4.451331e-06
5.605605,8.050671,-4.4147446e-06
5.605605,8.050671,-4.4319418e-06
5.605605,8.05067,-4.4663434e-06
5.6056046,8.050671,-6.2730796e-06
5.6056123,8.050666,-6.2577196e-06
5.605621,8.05066,-6.312739e-06
5.6056128,8.050666,-6.2773697e-06
5.6056046,8.050671,-6.2164227e-06
5.605605,8.050671,-6.30487e-06
5.6056056,8.050671,-6.315024e-06
5.605605,8.050671,-6.2583686e-06
5.605605,8.050671,-6.2579375e-06
5.605605,8.050671,-6.28408e-06
5.605605,8.050671,-6.295525e-06
5.6056237,8.050658,-5.217542e-06
5.605789,8.050543,-5.3724434e-06
5.606445,8.050086,-5.348458e-06
5.607837,8.049116,-4.8536135e-06
5.610395,8.047334,-6.426217e-06
5.614405,8.044536,-5.6349695e-06
5.6198287,8.04075,-5.1072425e-06
5.6273255,8.035504,-4.7832314e-06
5.6369925,8.028726,-5.4045663e-06
5.648828,8.020404,-6.2224394e-06
5.662311,8.01089,-5.1633265e-06
5.678614,7.999342,-6.2731424e-06
5.697066,7.9862103,-4.82742e-06
5.7174196,7.9716516,-5.1504326e-06
5.7403264,7.955169,-4.4763033e-06
5.764959,7.9373345,-5.4408633e-06
5.792574,7.917207,-5.4606435e-06
5.8220263,7.8955736,-5.243684e-06
5.8529553,7.872671,-4.8743677e-06
5.8841214,7.8494015,-5.2291243e-06
5.9174204,7.8243256,-5.216646e-06
5.9522066,7.797895,-5.650461e-06
5.9877067,7.77067,-4.8750126e-06
6.022205,7.7439637,-5.232315e-06
6.058671,7.7154675,-5.7265697e-06
6.092676,7.6886454,-5.024663e-06
6.125081,7.662856,-5.2311866e-06
6.1576424,7.636712,-5.3527474e-06
6.1888027,7.6114817,-5.9239073e-06
6.2195854,7.5863566,-5.9769222e-06
6.248462,7.562597,-5.5420574e-06
6.274776,7.540777,-6.1854576e-06
6.2988024,7.520717,-4.4277094e-06
6.3215246,7.5016284,-5.680981e-06
6.340083,7.4859514,-5.5669416e-06
6.3565073,7.472011,-6.493455e-06
6.3713546,7.459356,-6.285318e-06
6.3841,7.44845,-5.716559e-06
6.394307,7.4396896,-6.3139073e-06
6.4027867,7.4323926,-6.2909153e-06
6.409497,7.4266067,-5.9642452e-06
6.4144692,7.422312,-4.6956893e-06
6.417793,7.419438,-5.777939e-06
6.4199495,7.4175715,-5.7796924e-06
6.421098,7.4165773,-5.483368e-06
6.4216037,7.416139,-5.4716575e-06
6.42176,7.416003,-5.2932796e-06
6.421807,7.415963,-4.970581e-06
6.4218235,7.4159484,-4.976757e-06
6.4218154,7.415955,-5.000382e-06
6.4218006,7.415968,-5.032745e-06
6.421824,7.415948,-5.6037707e-06
6.4218316,7.4159417,-5.8197934e-06
6.421818,7.4159536,-5.2744917e-06
6.4218173,7.4159536,-5.1165994e-06
6.4218173,7.415954,-5.211271e-06
6.421818,7.4159536,-6.0963316e-06
6.421817,7.415954,-5.201516e-06
6.4218173,7.4159536,-5.3174113e-06
6.4218163,7.415954,-5.1843404e-06
6.421817,7.415954,-5.14809e-06
6.421818,7.415954,-5.9673484e-06
6.421817,7.415954,-5.132082e-06
6.4218183,7.415953,-6.040848e-06
6.4218173,7.415954,-5.1812667e-06
6.421818,7.4159536,-6.013775e-06
6.421817,7.415954,-5.2284786e-06
6.421818,7.4159536,-6.0748507e-06
6.421817,7.415954,-5.1677675e-06
6.4218173,7.415954,-6.0025495e-06
6.421817,7.415954,-5.1867764e-06
6.4218183,7.415953,-6.0144416e-06
6.421817,7.415954,-5.1410316e-06
6.4218173,7.415954,-5.989877e-06
6.421817,7.415954,-5.2061296e-06
6.4218183,7.415953,-6.0751927e-06
6.4218173,7.4159536,-5.1520633e-06
6.4218173,7.415954,-5.9904096e-06
6.4218173,7.4159536,-5.353921e-06
6.4218173,7.4159536,-5.243508e-06
6.4218173,7.4159536,-5.1504685e-06
6.421818,7.415954,-5.922419e-06
6.421817,7.415954,-5.15025e-06
6.421818,7.4159536,-6.093261e-06
6.421817,7.415954,-5.1739908e-06
6.4218173,7.415954,-5.9749354e-06
6.421818,7.4159536,-5.3295594e-06
6.4218173,7.4159536,-5.25405e-06
6.4218173,7.4159536,-5.1937195e-06
6.4218173,7.415954,-5.9330514e-06
6.421817,7.4159546,-5.119072e-06
6.421818,7.4159536,-6.0679245e-06
6.421817,7.415954,-5.2042e-06
6.421818,7.4159536,-6.0202556e-06
6.421817,7.415954,-5.1963566e-06
6.421818,7.4159536,-6.0327325e-06
6.421817,7.415954,-5.152515e-06
6.4218173,7.415954,-5.9908402e-06
6.4218173,7.4159536,-5.3180306e-06
6.4218173,7.4159536,-5.250993e-06
6.4218173,7.4159536,-5.1768784e-06
6.421818,7.4159536,-5.937464e-06
6.421817,7.415954,-5.1634165e-06
6.4218183,7.4159536,-6.069357e-06
6.421817,7.415954,-5.171399e-06
6.4218173,7.415954,-6.006101e-06
6.4218163,7.415954,-5.1922825e-06
6.4217954,7.415972,-4.917716e-06
6.4215517,7.416184,-6.8507084e-06
6.420753,7.4168754,-5.5662904e-06
6.419199,7.41822,-6.58988e-06
6.41649,7.420563,-6.2171434e-06
6.4123464,7.4241433,-5.289116e-06
6.4066486,7.4290614,-5.578924e-06
6.399377,7.4353256,-6.4804053e-06
6.390086,7.443311,-6.113902e-06
6.3789263,7.452876,-5.6418353e-06
6.3651023,7.4646864,-4.7438243e-06
6.34905,7.4783435,-4.791856e-06
6.3307385,7.4938507,-5.267664e-06
6.3100986,7.511237,-5.354259e-06
6.2881947,7.529583,-5.2535283e-06
6.2633877,7.5502295,-5.800809e-06
6.2373514,7.5717525,-5.4275374e-06
6.207173,7.596513,-4.9524106e-06
6.1772346,7.6208763,-4.9946248e-06
6.146467,7.6457114,-6.113194e-06
6.11322,7.6723185,-5.4166994e-06
6.0785136,7.699843,-6.1335522e-06
6.0429645,7.7277727,-5.896802e-06
6.0085406,7.754567,-5.313584e-06
5.973127,7.7818756,-5.543805e-06
5.9377723,7.808884,-5.3930903e-06
5.9002714,7.8372564,-5.1323323e-06
5.8646007,7.863982,-5.823421e-06
5.837143,7.884384,-6.5849363e-06
5.8079815,7.905892,-6.5490544e-06
5.780583,7.9259486,-4.072409e-06
5.7520714,7.9466653,-6.021914e-06
5.7271194,7.9646664,-5.560349e-06
5.707416,7.978799,-6.246003e-06
5.688122,7.9925675,-5.6220956e-06
5.670554,8.005043,-4.786425e-06
5.6552763,8.015846,-6.2050462e-06
5.6423736,8.024935,-5.0962517e-06
5.6321254,8.032132,-5.2385444e-06
5.623984,8.037837,-5.4079796e-06
5.617145,8.04262,-4.71391e-06
5.61241,8.045925,-6.042762e-06
5.6092196,8.04815,-4.708628e-06
5.607414,8.049409,-5.107912e-06
5.606356,8.050147,-4.6459027e-06
5.6059284,8.050446,-5.934778e-06
5.6057734,8.050553,-4.9489e-06
5.6056857,8.050614,-5.127898e-06
5.605633,8.050652,-5.442948e-06
5.605611,8.050667,-5.4309103e-06
5.605607,8.05067,-5.4638713e-06
5.6056056,8.050671,-5.5265596e-06
5.6056066,8.05067,-5.9367235e-06
5.6056066,8.050669,-5.9575127e-06
5.605605,8.050671,-5.536475e-06
5.6056046,8.050671,-5.461786e-06
5.6056056,8.05067,-5.867431e-06
5.605607,8.050669,-5.9229164e-06
5.605605,8.050671,-4.862749e-06
5.605604,8.050671,-4.8131847e-06
5.6056046,8.050671,-5.454388e-06
5.6056066,8.05067,-5.8870633e-06
5.6056066,8.050669,-5.938741e-06
5.605605,8.050671,-5.55706e-06
5.6056046,8.050671,-5.505794e-06
5.605606,8.05067,-5.9033523e-06
5.6056066,8.05067,-5.9487934e-06
5.605605,8.050671,-5.4712177e-06
5.6056046,8.050671,-5.3945573e-06
5.605606,8.05067,-5.919897e-06
5.6056066,8.05067,-5.9718363e-06
5.605605,8.050671,-5.4900534e-06
5.6056046,8.050671,-5.475013e-06
5.6056056,8.05067,-5.902304e-06
5.605605,8.050671,-5.456748e-06
5.605605,8.050671,-5.437311e-06
5.605606,8.05067,-5.890482e-06
5.605606,8.05067,-5.8900637e-06
5.6056685,8.050627,-4.716076e-06
5.606042,8.050366,-5.604491e-06
5.607097,8.049632,-5.8458395e-06
5.609175,8.048184,-5.7205207e-06
5.6123776,8.045951,-5.793671e-06
5.61722,8.042572,-5.7640873e-06
5.623956,8.037864,-4.680995e-06
5.6323233,8.032002,-4.2160536e-06
5.6430116,8.024496,-6.008557e-06
5.6560483,8.015313,-5.3947083e-06
5.671479,8.004402,-4.9245277e-06
5.6885285,7.992294,-5.6858503e-06
5.708522,7.9780254,-5.062853e-06
5.7309556,7.9619255,-5.9389517e-06
5.7545695,7.944874,-6.061269e-06
5.78084,7.9257774,-6.0309344e-06
5.8083134,7.905665,-6.211276e-06
5.838065,7.8837185,-4.8666493e-06
5.8697467,7.860156,-5.2379e-06
5.901882,7.8360543,-5.7415573e-06
5.93723,7.8093066,-5.106285e-06
5.971659,7.783011,-3.9915312e-06
6.0055537,7.7568855,-5.161213e-06
6.040676,7.729563,-5.7448597e-06
6.076123,7.7017326,-6.2871904e-06
6.1108923,7.6741757,-6.219671e-06
6.1436257,7.6479955,-5.2799446e-06
6.175744,7.622085,-5.678968e-06
6.210856,7.5935025,-5.7367392e-06
6.23777,7.5714116,-5.3767067e-06
6.2631173,7.550458,-5.8104324e-06
6.2881064,7.5296617,-4.083066e-06
6.311308,7.5102296,-6.2959502e-06
6.3326035,7.4922814,-5.355652e-06
6.3495975,7.477884,-5.192455e-06
6.3652606,7.4645553,-5.8443206e-06
6.3785005,7.453246,-5.600101e-06
6.38998,7.4434066,-6.775269e-06
6.39977,7.434991,-4.334843e-06
6.407275,7.428524,-5.3588738e-06
6.412533,7.423985,-6.065399e-06
6.4165363,7.420525,-5.508849e-06
6.4192653,7.418164,-6.192914e-06
6.420785,7.416848,-5.1763795e-06
6.421486,7.416241,-5.596297e-06
6.421733,7.416027,-5.668692e-06
6.4221745,7.4156446,-4.918407e-06
6.4269757,7.4114866,-5.3169388e-06
6.440895,7.399432,1.9740046e-06
6.4602194,7.382695,2.3255328e-05
6.482344,7.363523,8.1954706e-05
6.524985,7.326555,0.00025766363
6.54887,7.30581,0.00036318318
6.6006346,7.2608256,0.00066798046
6.756999,7.125025,0.0015007402
6.8893876,7.0097632,0.0021877666
6.8843684,7.0135064,0.0019736735
6.95363,6.952396,0.0027441743
7.0657344,6.853847,0.0033273112
7.050169,6.865864,0.0029568824
6.9139376,6.9831433,0.0011806932
6.993411,6.911864,0.0030737878
6.983602,6.9191513,0.0009324872
6.7875156,7.0886235,-0.0012504659
7.1384387,6.7786684,0.00809066
6.9313865,6.9593983,-8.266107e-05
6.700902,7.1590843,-0.0013997089
6.8954377,6.986931,0.0032683515
6.7289896,7.1319895,-0.0020150125
6.538226,7.3002906,-0.0034919675
6.4619484,7.3676076,-0.002939203
6.531671,7.3058395,0.00079101196
6.539165,7.298956,0.00027261276
6.55645,7.283791,-0.0010292756
5.8792186,7.8923497,-0.014668627
5.6652174,8.085261,-0.0037437126
6.2841425,7.5327835,0.0121105695
6.2992578,7.5208154,-0.000114042756
6.1380677,7.667204,-0.0036878258
6.07234,7.7282934,-0.0024731827
5.9875784,7.806739,-0.0027311451
6.010053,7.7880855,-0.0014994288
6.096738,7.7110825,-0.00043034749
6.0985723,7.7106066,-0.0012893821
6.164111,7.652009,-0.0007544937
6.2067513,7.6140833,-0.0006111811
6.2414594,7.5830274,-0.00089041854
6.3416915,7.4923115,-0.00023499528
6.3901615,7.4484644,-0.00038370176
6.4559355,7.38877,-0.00022232348
6.5126395,7.3372607,-5.00935e-05
6.534763,7.3171606,-5.6202018e-05
6.5588717,7.2952394,-1.4532913e-05
6.579804,7.2762017,-4.6904624e-06
6.59218,7.264944,-5.2933856e-06
6.5959253,7.2615366,-4.6258865e-06
6.594797,7.26256,-4.9829146e-06
6.5907593,7.266223,-5.213169e-06
6.584427,7.271961,-6.0672196e-06
6.5762024,7.279399,-5.515044e-06
6.565366,7.2891726,-6.469284e-06
6.551847,7.301325,-5.6884387e-06
6.5355926,7.315877,-5.523197e-06
6.516637,7.3327656,-6.3840075e-06
6.4958587,7.3511767,-6.1438436e-06
6.472693,7.3715806,-5.3990075e-06
6.445866,7.39505,-4.614424e-06
6.416177,7.420822,-6.201806e-06
