value
9.81
9.81
9.81
9.703763
9.38278
9.171162
9.351781
9.638549
9.821981
9.946264
10.005562
9.993046
9.942273
9.879552
9.806757
9.721669
9.621772
9.508017
9.382365
9.245944
9.098519
8.938319
8.762974
8.569728
8.355389
8.046974
7.6088276
7.520302
7.760208
7.6245823
7.3240824
9.318023
13.45907
15.106984
12.46537
8.632271
7.5325136
8.235443
8.156408
7.8299394
7.639975
7.351029
7.1420197
6.922863
6.6365037
6.3140635
5.9344645
5.579201
5.1851597
4.7803016
4.4020033
4.0192637
3.6357868
3.2562246
2.8811922
2.508788
2.1399612
1.7710218
1.4030182
1.0359951
0.67025614
0.30664408
-0.05387111
-0.4099308
-0.75984746
-1.101845
-1.4341196
-1.7545763
-2.060735
-2.3247473
-2.4985409
-2.6790118
-2.9381661
-3.1120658
-3.2143164
-3.3298423
-3.4283032
-3.5081909
-3.5685303
-3.6080143
-3.6241004
-3.6160634
-3.6006227
-3.5939927
-3.5844846
-3.5596676
-3.5190465
-3.4620051
-3.3874643
-3.293579
-3.1760097
-2.9980989
-2.7174525
-2.4034374
-2.152849
-1.9534508
-1.7705079
-1.5951471
-1.4227152
-1.25255
1.6109824
7.896521
10.089121
6.5333157
4.0844803
3.9543118
4.1698155
4.4894786
4.851225
5.2359705
5.6369696
6.0508156
6.474417
6.9038887
7.320595
7.3851542
7.088986
7.077058
7.3612914
7.6214533
7.8533645
8.056459
8.230356
8.327876
8.270836
8.096302
7.9581633
7.9813175
8.2245655
8.717016
9.438974
10.304098
11.196806
11.092455
9.475124
8.349002
8.612703
8.958745
8.9345875
8.793265
8.613104
8.396232
8.124833
7.837182
7.5872808
7.3450437
7.1116595
6.888564
6.6759696
6.47508
6.2864532
6.1104803
5.947519
5.797208
5.659538
5.534689
5.4224377
5.322626
5.235051
5.1565695
5.0794725
5.004978
4.9343276
4.8674936
4.7884307
4.7177844
4.6804976
4.636619
4.5825863
4.5417013
4.505461
4.4373
4.309345
4.1414113
3.9713733
3.8076756
3.6452365
3.4728637
3.3012164
3.129396
2.9581184
2.788279
2.621705
2.4596186
2.3030727
2.1509173
2.000444
1.8484278
1.6967934
1.5938371
1.5599332
1.510457
1.352462
1.0756305
0.8470267
0.77739835
0.68403
0.51254857
0.21478297
-0.08378217
-0.11442709
-0.14261162
-0.42827338
-0.7737532
-0.8676061
-1.0428717
-1.3353083
-1.2487769
-1.3692498
-1.7090414
-1.7090572
-1.8928124
-2.0955882
-1.9648376
-2.08838
-2.387374
-2.3774707
-2.3694675
-2.4840763
-2.516523
-2.6912115
-2.8922186
-2.965792
-3.0358813
-3.103847
-3.1594286
-3.2079828
-3.2592795
-3.2253916
-3.0795536
-2.981389
-2.9845386
-3.0124254
-3.0205336
-2.9973376
-2.9933681
-2.9941413
-2.9589374
-2.9331417
-2.9190848
-2.7615986
-2.4705849
-2.3083239
-2.2585948
-2.209022
-2.1624527
-2.369768
-2.9431758
-2.9783719
-2.5425003
-2.5622349
-2.7421043
-2.7777648
-2.5872135
-2.336462
-2.0830405
-1.8225244
-1.6639307
-1.6724329
-1.5805151
-1.0203909
-1.1998209
-2.1012087
-2.1367745
-1.6032072
-1.3351979
-1.4961071
-1.7816564
-1.674064
-1.4438218
-1.4575112
-1.4752692
-1.4252038
-1.4288611
-1.4176726
-1.3732952
-1.3564843
-1.3675232
-1.3913586
-1.4190495
-1.4537164
-1.4959987
-1.5455166
-1.6046221
-1.673661
-1.7506235
-1.8338972
-1.9222469
-2.0150526
-2.1118004
-2.212611
-2.3160546
-2.4218786
-2.5297394
-2.6401005
-2.751162
-2.8638463
-2.9763217
-3.0884354
-3.1998377
-3.3110416
-3.4204636
-3.527323
-3.6326306
-3.734792
-3.8332498
-3.928417
-4.017261
-4.101918
-4.1806912
-4.2534723
-4.317774
-4.3765397
-4.4253983
-4.465573
-4.4985967
-4.517873
-4.530453
-4.530115
-4.5195503
-4.4967203
-4.463573
-4.4200444
-4.365778
-4.3019004
-4.228073
-4.1438003
-4.0484223
-3.9416265
-3.823607
-3.6948082
-3.555832
-3.4075048
-3.2507875
-3.0866437
-2.9160476
-2.7400463
-2.5596604
-2.3758667
-2.189614
-2.0018213
-1.8133651
-1.6251105
-1.4377809
-1.252096
-1.0687983
-0.88850677
-0.7117311
-0.53896314
-0.37072924
-0.20738992
-0.049278107
0.10324058
0.24992998
0.3905629
0.5249406
0.6529259
0.77442336
0.8893522
0.9975857
1.098882
1.1929202
1.2790647
1.3568194
1.4257461
1.4856279
1.5349971
1.5752159
1.6042266
1.6219572
1.6143987
1.5326767
1.4084342
1.2413214
1.0643305
0.8789029
0.68493193
0.48006052
0.26884454
0.05017378
-0.1773225
-0.41051155
-0.65122163
-0.8976981
-1.147341
-1.4017911
-1.6592382
-1.9186171
-2.1789513
-2.4381242
-2.6972425
-2.9537332
-3.208358
-3.4590857
-3.706324
-3.948566
-4.1849704
-4.4146657
-4.6377044
-4.853335
-5.061094
-5.2605243
-5.4511733
-5.632942
-5.805661
-5.9691453
-6.1231203
-6.267377
-6.4016743
-6.5257626
-6.6393943
-6.7423787
-6.8346767
-6.9162226
-6.986913
-7.0467553
-7.095823
-7.1340017
-7.1611695
-7.1774683
-7.1829066
-7.177382
-7.1608744
-7.133324
-7.0947075
-7.044997
-6.984105
-6.9119906
-6.8286057
-6.7339625
-6.627983
-6.5105567
-6.381807
-6.241877
-6.0907946
-5.9288216
-5.7563515
-5.573653
-5.3810186
-5.1788254
-4.967572
-4.747827
-4.520128
-4.285104
-4.043337
-3.8078325
-3.6362135
-3.503043
-3.4071808
-3.351002
-3.3360193
-3.335972
-3.3209062
-3.308549
-3.2940235
-3.2785118
-3.264663
-3.251366
-3.2387373
-3.2269216
-3.2160563
-3.2062383
-3.1975186
-3.1900342
-3.1839087
-3.1792397
-3.1760142
-3.174063
-3.1731248
-3.17297
-3.1732635
-3.1739004
-3.1740716
-3.174744
-3.1754177
-3.1753356
-3.1755104
-3.174745
-3.1732006
-3.1711185
-3.169697
-3.167311
-3.164353
-3.16114
-3.1578052
-3.1556416
-3.1531487
-3.1504061
-3.1494493
-3.1487641
-3.1490996
-3.1503537
-3.1526878
-3.1559794
-3.1586108
-3.1603236
-3.1657426
-3.1737404
-3.1817713
-3.190075
-3.1977766
-3.2043374
-3.211323
-3.2170565
-3.2213652
-3.2243164
-3.2254274
-3.2246673
-3.2211406
-3.2146752
-3.2048175
-3.1912632
-3.173613
-3.151634
-3.1252508
-3.0943818
-3.0590084
-3.0191636
-2.9748836
-2.9261649
-2.873084
-2.8157222
-2.754089
-2.6883337
-2.6186242
-2.5450132
-2.4676604
-2.386791
-2.3025854
-2.2151842
-2.1248152
-2.0317533
-1.9361782
-1.8383466
-1.7385598
-1.6370022
-1.5339681
-1.4297491
-1.3245425
-1.2187186
-1.1125679
-1.0062267
-0.90005654
-0.794386
-0.68950355
-0.5859197
-0.48411897
-0.38478616
-0.28830668
-0.19538735
-0.1064386
-0.02218039
0.056553885
0.12826453
0.19484977
0.25329396
0.30456445
0.3466113
0.37934232
0.4024783
0.4171358
0.4210221
0.41458708
0.39963603
0.37372696
0.3377547
0.29220963
0.2393519
0.17702937
0.1065575
0.03034731
-0.053502657
-0.14213362
-0.237155
-0.33717752
-0.44141296
-0.5496115
-0.6607317
-0.7761277
-0.8951879
-1.0183129
-1.143966
-1.272465
-1.4049072
-1.5409024
-1.6803597
-1.8228264
-1.9684263
-2.1174004
-2.2696474
-2.4237235
-2.5734
-2.7172399
-2.855985
-2.9915445
-3.095982
-3.1527505
-3.0967736
-3.1034389
-3.3569007
-3.45665
-3.5820336
-3.7389765
-3.726625
-4.0910177
-4.2385015
-4.252223
-4.5261087
-4.8854923
-5.213773
-4.979294
-5.023128
-5.578074
-5.6490893
-5.800625
-6.1559052
-6.1449304
-6.331855
-6.424047
-6.611641
-6.7493653
-6.5157285
-6.7740436
-7.082487
-6.814007
-6.573341
-6.826539
-6.9513474
-6.830923
-6.7358723
-6.5680456
-6.329533
-6.1532927
-6.109644
-6.0214953
-5.8707356
-5.745841
-5.6250315
-5.505167
-5.38408
-5.256857
-5.121354
-4.9766965
-4.823158
-4.6598134
-4.488149
-4.3073325
-4.1185164
-3.9209514
-3.715182
-3.501941
-3.3099134
-3.1707492
-3.064966
-3.0024078
-2.976554
-2.9861195
-3.0494056
-3.1407423
-3.2585504
-3.3446665
-3.4248679
-3.5038047
-3.5860987
-3.6575162
-3.729242
-3.8029072
-3.8679929
-3.9311483
-3.9902418
-4.047987
-4.1027374
-4.151074
-4.1958046
-4.2363424
-4.271612
-4.301824
-4.3265376
-4.3457084
-4.3587723
-4.3653483
-4.3653393
-4.3586483
-4.3451457
-4.324882
-4.2979755
-4.26453
-4.224548
-4.1781473
-4.125535
-4.0668077
-4.002063
-3.9314873
-3.85527
-3.7736654
-3.6868646
-3.5950341
-3.498453
-3.3973405
-3.2920125
-3.1827612
-3.0698173
-2.9535344
-2.8342175
-2.7121546
-2.5876877
-2.4611573
-2.3328276
-2.2029898
-2.0720742
-1.9403331
-1.8080629
-1.6756537
-1.5433943
-1.4118377
-1.2816898
-1.1533444
-1.0274167
-0.9044327
-0.78462785
-0.6688862
-0.5574576
-0.4507359
-0.3490459
-0.25178662
-0.16035233
-0.07364033
0.0067039295
0.08081847
0.14847429
0.21090114
0.26570594
0.3134387
0.35592213
0.39089435
0.41612527
0.4388141
0.45874152
0.47357506
0.48281333
0.48494223
0.48606896
0.48440576
0.47965035
0.4708394
0.45789573
0.4423587
0.42433313
0.40367457
0.3783319
0.35035747
0.3184402
0.28325653
0.24398883
0.20031138
0.15215194
0.09927698
0.04129163
-0.021970894
-0.09050034
-0.1642089
-0.24305046
-0.32695723
-0.4157736
-0.5094043
-0.60775965
-0.71074444
-0.8182205
-0.9300012
-1.0459081
-1.1657665
-1.2893827
-1.4165713
-1.5470947
-1.6806778
-1.8170949
-1.956077
-2.097305
-2.240439
-2.385181
-2.5312197
-2.6782045
-2.8257253
-2.9734578
-3.120991
-3.2678273
-3.4137058
-3.5582364
-3.7009401
-3.8414595
-3.979428
-4.114449
-4.2461586
-4.374179
-4.498133
-4.617731
-4.7326746
-4.842661
-4.947347
-5.046526
-5.1399827
-5.227452
-5.308797
-5.383864
-5.4524674
-5.5144777
-5.569777
-5.61833
-5.6601105
-5.694978
-5.7228613
-5.7438235
-5.7578764
-5.7649713
-5.7651196
-5.758423
-5.744924
-5.724613
-5.697463
-5.6633415
-5.6220365
-5.5734777
-5.517298
-5.453594
-5.3819494
-5.302311
-5.214122
-5.118706
-5.0143924
-4.903948
-4.7833714
-4.65546
-4.5231113
-4.383392
-4.2359395
-4.0815496
-3.920679
-3.7554057
-3.5840542
-3.4063776
-3.2265966
-3.0458155
-2.9046168
-2.806548
-2.7531936
-2.7510898
-2.7949266
-2.8831763
-3.016131
-3.189337
-3.3761547
-3.5425668
-3.709068
-3.8690445
-4.0205135
-4.1658325
-4.3062778
-4.4390764
-4.563596
-4.6798677
-4.7874904
-4.8855896
-4.9737697
-5.051804
-5.119495
-5.1766996
-5.223365
-5.2594385
-5.2848563
-5.299594
-5.303646
-5.29706
-5.279855
-5.252023
-5.213673
-5.164898
-5.1057773
-5.0364246
-4.9569874
-4.867633
-4.7685647
-4.6600776
-4.542446
-4.4159
-4.2807717
-4.137489
-3.986455
-3.828074
-3.6628156
-3.4912436
-3.3138583
-3.1311698
-2.9437344
-2.7520986
-2.5569606
-2.3591537
-2.1597054
-1.959285
-1.7586817
-1.5596372
-1.3624116
-1.1681954
-0.97567064
-0.7874016
-0.6043951
-0.42610624
-0.25598028
-0.08924061
0.071002066
0.2233363
0.3678745
0.50582147
0.6331335
0.75282055
0.8678766
0.97316927
1.0704058
1.1619428
1.2457219
1.3230734
1.3957672
1.4617434
1.522043
1.5770327
1.6278331
1.6727961
1.7127011
1.7483674
1.7785252
1.8036705
1.8238376
1.8392574
1.8491876
1.8536952
1.8526192
1.8457863
1.8328023
1.8133415
1.787019
1.7538911
1.7144526
1.6691399
1.6184576
1.5621731
1.500197
1.4341681
1.3609844
1.2853848
1.2025411
1.1160797
1.0276424
0.93377364
0.8359795
0.7328159
0.62547976
0.5154954
0.40175152
0.28590688
0.16533498
0.042329002
-0.088663764
-0.23000135
-0.36556154
-0.5022134
-0.6471017
-0.79089385
-0.9412445
-1.094352
-1.2388512
-1.3941563
-1.5563585
-1.7011303
-1.8535007
-2.0049956
-2.1504762
-2.2961135
-2.4428878
-2.5998697
-2.7230008
-2.8407984
-2.965856
-3.083414
-3.1974156
-3.3011513
-3.3950539
-3.4792008
-3.55832
-3.641788
-3.7082415
-3.754266
-3.8008661
-3.8434138
-3.8768382
-3.8995066
-3.9108942
-3.9149213
-3.9090915
-3.8980117
-3.8797903
-3.8483381
-3.8126903
-3.7705166
-3.715529
-3.6544724
-3.5893002
-3.5131493
-3.4236598
-3.328942
-3.2258887
-3.1059773
-2.9806778
-2.851812
-2.7038693
-2.5424705
-2.3742473
-2.1928067
-2.0020573
-1.8056266
-1.5992376
-1.383182
-1.1637039
-0.93934554
-0.70708454
-0.47108924
-0.23172651
0.0136663485
0.26543224
0.52122
0.78185445
1.0491047
1.3214383
1.5995067
1.8843651
2.1753469
2.472996
2.7775893
3.089076
3.4083314
3.7237551
4.027112
4.3250113
4.525398
4.665145
4.7377014
4.747634
4.7112517
4.621304
4.474674
4.273469
4.025284
3.7870786
3.5719688
3.3875966
3.220263
3.0544925
2.8965948
2.7547112
2.627149
2.5079594
2.3990672
2.3019736
2.2179942
2.1433976
2.0787542
2.0256078
1.9839009
1.9537084
1.9349755
1.9276661
1.9326261
1.948406
1.9760923
2.0154862
2.066542
2.1294699
2.2038403
2.289892
2.3877623
2.497284
2.6179047
2.7252672
2.809342
2.8884513
2.9687824
3.0521424
3.1376941
3.2253242
3.315066
3.4068255
3.500537
3.5961316
3.6935291
3.7926438
3.893311
3.9953837
4.098851
